,PMID,PMCID,MappedPublisher,Journal_Title,Article_Title,COST
162,,PMC3391134,American Society for Biochemistry and Molecular Biology,Journal Biological Chemistry,Defining the requirements for collagenase cleavage in collagen type III using a bacterial collagen system.,£938.75
163,,PMC3757190,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,Fused in Sarcoma (FUS) Protein Lacking Nuclear Localization Signal (NLS) and Major RNA Binding Motifs Triggers Proteinopathy,£1188.39
164,23589301,,American Society for Biochemistry and Molecular Biology,Journal of Biol Chem,Defining the molecular basis for the first potent and selective orthosteric agonists of the FFA2 free fatty acid receptor ,£1055.07
165,3811811,,American Society for Microbiology,Infection and Immunity,Zebrafish as a novel vertebrate model to dissect enterococcal pathogenesis,£1529.54
166,,PMC3571495,American Society for Microbiology,Journal of Virology,Estimating the Rate of Intersubtype Recombination in Early HIV-1 Group M Strains,£1901.79
167,3697379,,American Society for Microbiology,Antimicrobial Agents and Chemotherapy,Comparison of a high-throughput high-content intracellular Leishmania donovani assay with an axenic amastigote assay,£1299.39
168,,PMC3826327,Association for Research in Vision & Ophthalmology,Journal of Vision,Does optic flow parsing depend on prior estimation of heading?,£1157.88
169,23409763,,Bentham Science Publishers,Current Topics in Medicinal Chemistry,The Therapeutic Potential of Allosteric Ligands for Free Fatty Acid Sensitive GPCRs,£2291.22
170,23885220,PMC3706957,Bentham Science Publishers,Current Analytical Chemistry,Ion mobility spectrometry-mass spectrometry of intrinsically unfolded proteins: trying to put order into disorder,£2142.99
171,,,Berhahn Books,"Evidence, Ethos and Experiment: The Anthropology and History of Medical Research in Africa.",Parasite lost - remembering modern times with Kenyan government medical scientists.,£651.25
172,,,Berhahn Books,"Evidence, Ethos and Experiment: The Anthropology and History of Medical Research in Africa.","Studying trial Communities: anthropological and historical enquiries and ethos, politics and economy of medical research in Africa.",£651.25
173,23713614,,Biochemical Journal,Biochem Journal,Proteolytic Processing of QSOX1A Ensures Efficient Secretion of a Potent Disulfide Catalyst,£1800.00
174,23769672,,Biochemical Journal,Molecular Cell,ERdj5 is the ER Reductase that Catalyses the Removal of Non-Native Disulfides and Correct Folding of the LDL-Receptor,£3906.43
175,23971731,,Biomed Central,Arthritis Research & Therapy,Transcriptomic signatures in cartilage ageing,£1608.00
176,22738332,PMC3381227,Biomed Central,BioMed Central,Long-term impact of systemic bacterial infection on the cerebral vasculature and microglia. ,£1350.00
177,3533981,,Biomed Central,BMC  Public Health,Geographical access to care at birth n Ghana: a barrier to safe motherhood,£1536.00
178,,PMC3398262,Biomed Central,BMC Biology,Detailed interrogation of trypanosome cell biology via differential organelle staining and automated image analysis,1674$
179,24020915,PMC3846689,Biomed Central,BMC Genetics,The physical capability of community-based mend and women from a British cohort: the European Prospective Investigation into Cancer (EPIC)-Norfolk study,1375.8$
180,23442822,,Biomed Central,BMC Genome Biology,Patterns of prokaryotic lateral gene transfers affecting parasitic microbial eukaryotes,2010$
181,,PMC2843621,Biomed Central,BMC Genomics,Trichomonas vaginalis vast BspA-like gene family: evidence for functional diversity from sructural organization and transcriptomics,1204.38$
182,,PMC3636053,Biomed Central,BMC Genomics,"Enhancing the utility of Proteomics Signature Profiling (PSP) with Pathway Derived Subnets (PDSs), performance analysis and specialised ontologies",1254.6$
183,3526451,,Biomed Central,BMC Genomics,Advances in genome-wide RNAi cellular screens: a case study using the Drosophila JAK/STAT pathway,1476$
184,,PMC3664635,Biomed Central,BMC Health Services Research,Community groups as 'critical enablers' of the HIV response in Zimbabwe,£1536.00
185,3570299,,Biomed Central,BMC Medical Genetics,Maternal and offspring fasting glucose and type 2 diabetes-associated genetic variants and cognitive function at age 8: a Mendelian randomization study in the Avon Longitudinal Study of Parents and Children,£1536.00
186,,PMC3616814,Biomed Central,BMC Medicine,Associations between selected immune-mediated diseases and tuberculosis: record-linkage studies,£1734.00
187,,PMC3566971,Biomed Central,BMC Medicine,Genetic environmental and stochastic factors in monozygotic twin discordance with a focus on epigenetic differences,£1794.00
188,,PMC3726342,Biomed Central,BMC Microbiology,Sub-inhibitory concentrations of some antibiotics drive diversification of Pseudomonas aeruginosa populations in artificial sputum medium,£1375.80
189,,PMC3640928,Biomed Central,BMC Molecular Biology,Multiple tandem splicing silencer elements suppress aberrant splicing within  the long exon 26 of the human Apolipoprotein B gene,£1536.00
190,,PMC3534503,Biomed Central,BMC Neurology,Risk of fractures in patients with multiple sclerosis: record-linkage study,£1476.00
191,,PMC3579723,Biomed Central,BMC Neuroscience,Steerable-filter based quantification of axonal populations at the developing optic chiasm reveal significant defects in Slit2(-/-) as well as Slit1(-/-)Slit2(-/-) embryos.,£1314.60
192,,PMC3537519,Biomed Central,BMC Psychiatry,Rates of undiagnosed attention deficit hyperactivity disorder in London drug and alcohol detoxification units,£1180.80
193,3637822,,Biomed Central,BMC Psychiatry,"Detecting depression among adolescents in Santiago, Chile: sex differences",£1650.51
194,,PMC3637551,Biomed Central,BMC Public Health,Social acceptability and perceived impact of a community-led cash transfer programme in Zimbabwe,£1314.60
195,,PMC3637528,Biomed Central,BMC Public Health,The role of community conversations in facilitating local HIV competence: Case study from rural Zimbabwe,£1536.00
196,3751660,,Biomed Central,BMC Public Health,Implementation of an educational intervention to improve hand washing in primary schools: process evaluation within a randomised controlled trial,£437.00
197,,PMC3766112,Biomed Central,BMC Research Notes,"Prevalence of schistosome antibodies and hepatosplenic signs and symptoms among patients from Kaoma, Western Province, Zambia",£729.30
198,,PMC3528429,Biomed Central,BMC Veterinary Research,"Prevalence of porcine cysticercosis and associated risk factors in Homa Bay District, Kenya",£1230.00
199,,PMC3685541,Biomed Central,BMS Genomics,The significance of alternative transcripts for Caenerhabditis elegans transcription factor genes based on expression pattern analysis,£1608.00
200,,PMC3460760,Biomed Central,Clinical Proteomics,Detection of BK virus in urine from renal transplant subjects by mass spectrometry,£1242.00
201,,PMC3750810,Biomed Central,EvoDevo,Early embryonic determination of the sexual dimorphism in segment number in geophilomorph centipedes,£1564.50
202,23889909,,Biomed Central,Genome Biology,"The genome and transcriptome of the enteric parasite Entamoeba invadens, a model for encystation",£1788.90
203,,PMC3439969,Biomed Central,Genome Biology,The fine-scale architecture of structural variants in 17 mouse genomes.,£1950.00
204,3580495,,Biomed Central,Genome Biology,The multidrug-resistant PMEN1 pneeumococcus is a paradigm for genetic success,£2010.00
205,,PMC3706778,Biomed Central,Genome Medicine,Identification and Functional Validation of HPV-mediated Hypermethylation in Head and Neck Squamous Cell Carcinoma,£2010.00
206,3751770,,Biomed Central,International Journal for Equity in Health,Socio-economic position and childhood multimorbidity: a study using linkage between the Avon Longitudinal Study of Parents and Children and the General Practice Research Database,£1398.00
207,,PMC3672092,Biomed Central,International Journal of Behavioral Nutrition and Physical Activity,Do predictors of change differ for moderate and vigorous intensity physical activity and for weekdays and weekends? A longitudinal analysis,£719.97
208,,PMC3765385,Biomed Central,International Journal of Behavioural Nutrition and Physical Activity,Developing and testing a street audit tool using Google Street View to measure environmental supportiveness for physical activity,£1315.80
209,23327189,PMC3566929,Biomed Central,International Journal of Health Geographics,Comparing the accuracy of two secondary food environment data sources in the UK across socio-economic and urban/rural divides,£867.38
210,,PMC3505738,Biomed Central,Journal of Cheminformatics,USRCAT: Ultrafast Shape Recognition with pharmacophoric constraints,£882.12
211,,PMC3520704,Biomed Central,Journal of Neuroinflammation,TLR-4 ligation of dendritic cells is sufficient to drive pathogenic T cell function in experimental autoimmune encephalomyelitis,£1295.40
212,,PMC3598237,Biomed Central,Lipids in Health and Disease,Evaluation of seven common lipid associated loci in a large indian sib pair study,£1156.50
213,,PMC3655824,Biomed Central,Malaria Journal,Artemisinin resistance in rodent malaria - mutation in the AP2 adaptor u-chain suggest involvment of endocytos is and membrane protein trafficking,£1268.70
214,3639825,,Biomed Central,Malaria Journal,Urbanization and the global malaria recession,£1309.50
215,3444429,,Biomed Central,Malaria Journal,Funding for Malaria control 2006-2010: A comprehensive global assessment,£1632.00
216,,PMC3765893,Biomed Central,Molecular Brain,Identification of key structural elements for neuronal calcium sensor-1 function in the regulation of the temperature-dependency of locomotion in C. elegans,£1162.80
217,3723448,,Biomed Central,Molecular Brain,Weaker control of the electrical properties of cerebellar granule cells by tonically active GABAA receptors in the Ts65Dn mouse model on Down's syndrome,£1428.00
218,3545919,,Biomed Central,Molecular Pain,Galanin-expression and galanin-dependent sensory neurons are not required for itch,£1830.00
219,,PMC3546020,Biomed Central,Nutrition Journal,Nutritional status of young children in Mumbai slums: a follow-up anthropometric study,£1680.00
220,3659006,,Biomed Central,Orphanet Journal of Rare Diseases,Brittle cornea syndrome: Recognition molecular diagnosis and management,£1340.10
221,,PMC3727979,Biomed Central,Parasites and Vectors,Stability and change in the distribution of cytospecies of the Simulium damnosum complex (Diptera: Simuliidae) over forty years from 1971 to 2011 in southern Ghana from 1971 to 2011,£1173.00
222,,PMC3665474,Biomed Central,Public Health,Walking and cycling to work despite reporting an unsupportive environment: insights from a mixed-method exploration of resilience,£384.00
223,,PMC3570335,Biomed Central,Respiratory Research,Can spirometric norms be set using pre- or post- bronchodilator test results in older people?,£1524.90
224,,PMC3726453,Biomed Central,Respiratory Research,Neutrophil adhesion molecules in experimental rhinovirus infection in COPD,£1902.00
225,,PMC3190389,Biomed Central,Virology Journal,Label-free quantitative proteomics reveals regulation of interferon-induced protein with tetratricopeptide repeats 3 (IFIT3) and 5'-3'-exoribonuclease 2 (XRN2) during respiratory syncytial virus infection.,£1242.00
